분류,일반/특별,제휴사,프로모션명,시작일,종료일,내용,혜택,카테고리,Thumbnail,Detail
자체,일반,필렌즈,🎉바로팜💊필렌즈 2만한 선택💟,2026-03-30,2026-04-30,바로팜 이벤트,,,https://i.baropharm.com/event/e535d3d8-7337-4d9d-ac59-896ca8d758ca.png?&w=752&q=95,
자체,일반,팜올플러스,"🎉 약국 개국을 위한 모든 것, 오픈플러스",2025-12-24,2026-12-31,팜올플러스 이벤트,,,https://i.baropharm.com/event/a2f242e3-80fe-4289-9247-a152e9998d8e.png?&w=752&q=95,
미분류,일반,,계약서 검토받고 신세계 상품권 받아가세요,2026-04-06,2026-04-30,커뮤니티 이벤트,,,https://i.baropharm.com/event/3adaf23c-c141-49f1-94f7-cdc223d9dab2.png?&w=752&q=95,
제휴,일반,드림에어,[드림에어] 4월 봄맞이 월간이벤트💐,2026-04-01,2026-04-30,입점업체 이벤트,,,https://i.baropharm.com/event/1ac4f2c5-f2cc-4bb2-a7dd-eeb610145b79.jpg?&w=752&q=95,
제휴,일반,,"셀트리온 더마 솔루션 ""지피덤"" 입점 이벤트",2026-02-11,2026-05-01,브랜드관 이벤트,,,https://i.baropharm.com/event/ab46a1a4-b6e5-4963-8961-e6455986fa59.png?&w=752&q=95,
미분류,일반,,🍱헤이오드리 x 바로팜 점심 지원 이벤트,2026-02-09,2026-05-01,커뮤니티 이벤트,,,https://i.baropharm.com/event/f5bf28cf-ecbe-4ee0-ae5f-6f9e2b541872.png?&w=752&q=95,
미분류,일반,,"🎉 최대 60만점 적립, KB 비즈프라임카드",2025-11-28,2026-04-30,카드 프로모션,,,https://i.baropharm.com/event/5b608361-d841-4a8c-8f05-41f5416f04e8.png?&w=752&q=95,
제휴,일반,현대약품,"🎖️현대약품 🥸루핑 점안액, 이건뭐약?",2024-05-08,2026-05-21,브랜드관 이벤트,,,https://i.baropharm.com/event/f3cec676-25be-4cb8-aafa-fb0154269338.png?&w=752&q=95,
제휴,일반,우리카드,🎉바로팜x우리카드 프로모션,2024-04-01,2026-04-30,카드 프로모션,,,https://i.baropharm.com/event/08d0fd01-49c3-4b78-bb89-2e3cf0473aea.png?&w=752&q=95,
제휴,일반,BC카드,🎉 바로팜XBC카드 프로모션,2024-04-01,2026-04-30,카드 프로모션,,,https://i.baropharm.com/event/8026ec35-eac2-44a5-b5ec-a3e03c81a11e.png?&w=752&q=95,
제휴,일반,현대약품,"🎖️현대약품 🥸복합마이녹실액5%, 이건뭐약?",2024-06-14,2028-07-01,브랜드관 이벤트,,,https://i.baropharm.com/event/f191e9ad-af0e-44fb-abc1-96259a9a1f31.png?&w=752&q=95,
